Product code,CPU cores,CPU freq,CPU name,Display height,Display screen,Display witdh,Maker code,Maker name,Memory RAM,Memory ROM,Name ID,OS type,OS version,Study or work,Entertaiment
SH-04F,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920,5.4,1080,sh,SHARP,2048,32768,AQUOS ZETA,android,5,1,1
SH-04G,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280,5,720,sh,SHARP,2048,16384,AQUOS EVER,android,5,0,0
SH-05F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,5,1080,sh,SHARP,2048,32768,Disney Mobile on docomo,android,4.2,1,1
SH-05G,8,1.5,Qualcomm MSM8994,1200,7,1920,,SHARP,2048,32768,AQUOS PAD,android,5.0.2,1,0
SH-06D,2,1.2,Texas Instruments OMAP4460,1280,4.5,720,sh,SHARP,1024,8192,AQUOS PHONE,android,4,0,0
SH-06DNERV,2,1.2,Texas Instruments OMAP4460,1280,4.5,720,sh,SHARP,1024,8192,SH-06D NERV,android,4,0,0
SH-06E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1920,4.8,1080,sh,SHARP,2048,32768,AQUOS PHONE ZETA,android,4.2,0,0
SH-07E,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1280,4.3,720,sh,SHARP,2048,32768,AQUOS PHONE si,android,4.2,0,0
SH-09D,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.7,720,sh,SHARP,1024,16384,AQUOS PHONE ZETA,android,4.1,0,0
SH-10D,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.5,720,sh,SHARP,1024,8192,AQUOS PHONE sv,android,4.1,0,0
SH-12C,1,1.4,Qualcomm Snapdragon MSM8255T,960,4.2,540,sh,SHARP,512,2048,AQUOS PHONE,android,2.3,0,0
SH-M01,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,4.5,1080,sh,SHARP,2048,16384,AQUOS SH-M01,android,4.4,0,0
SH-M02,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280,5,720,sh,SHARP,2048,16384,AQUOS SH-M02,android,5,0,0
SHIELD_Tablet,4,2.2,Cortex-A15,1200,8,1920,,Nvidia,2048,16384,SHIELD Tablet,android,4.4.2,1,1
SHL21,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.7,720,sh,SHARP,1024,16384,AQUOS PHONE SERIE,android,4.1,0,0
SHL22,4,1.7,Qualcomm Snapdragon 600 APQ8064T,1280,4.9,720,sh,SHARP,2048,16384,AQUOS PHONE SERIE,android,4.2,0,0
SHL23,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,4.8,1080,sh,SHARP,2048,16384,AQUOS PHONE SERIE,android,4.2,0,0
SHL24,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,4.5,1080,sh,SHARP,2048,16384,AQUOS PHONE SERIE mini,android,4.2,0,0
SHL25,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920,5.2,1080,sh,SHARP,2048,32768,AQUOS SERIE,android,5,1,1
SHV31,4,2.3,Qualcomm Snapdragon 800 MSM8974AB,1920,4.5,1080,sh,SHARP,2048,16384,AQUOS SERIE mini,android,4.4,0,0
SHV32,8,2,Qualcomm Snapdragon 810 MSM8994,1920,5,1080,sh,SHARP,3072,32768,AQUOS SERIE,android,5,1,1
SKT01,2,1.2,Qualcomm Snapdragon S4 MSM8960,800,4,480,k,KYOCERA,1536,8192,TORQUE,android,4.2,0,0
SM-P905,4,2.3,Qualcomm Snapdragon 800,1600,12.2,2560,,Samsung,3072,32768,Galaxy Note Pro 12.2 LTE,android,4.4.2,1,1
SO-01C,1,1,Qualcomm Snapdragon MSM8255,854,4.2,480,so,Sony mobile,512,1024,Xperia arc,android,2.3,0,0
SO-01D,1,1,Qualcomm Snapdragon MSM8655,854,4,480,so,Sony mobile,512,16384,Xperia PLAY,android,2.3,0,0
SO-01E,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.3,720,so,Sony mobile,1024,16384,Xperia AX,android,4.1,0,0
SO-01F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,5,1080,so,Sony mobile,2048,32768,Xperia Z1,android,4.4,1,1
SO-01G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z3,android,5,1,1
SO-01H,8,2,Qualcomm Snapdragon 810 MSM8994,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z5,android,5.1,1,1
SO-02C,1,1,Qualcomm Snapdragon MSM8255,854,4.2,480,so,Sony mobile,512,1024,Xperia acro,android,2.3,0,0
SO-02D,2,1.5,Qualcomm Snapdragon MSM8260,1280,4.3,720,so,Sony mobile,1024,32768,Xperia NX,android,4,0,0
SO-02E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1920,5,1080,so,Sony mobile,2048,16384,Xperia Z,android,4.4,1,0
SO-02F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1280,4.3,720,so,Sony mobile,2048,16384,Xperia Z1 f,android,4.4,0,0
SO-02G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1280,4.6,720,so,Sony mobile,2048,16384,Xperia Z3 Compact,android,5,0,0
SO-02H,8,2,Qualcomm Snapdragon 810 MSM8994,1280,4.6,720,so,Sony mobile,2048,32768,Xperia Z5 Compact,android,5.1,0,0
SO-03D,2,1.5,Qualcomm Snapdragon MSM8260,1280,4.3,720,so,Sony mobile,1024,16384,Xperia acro HD,android,4,0,0
SO-03F,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z2,android,5,1,1
SO-03G,8,2,Qualcomm Snapdragon 810 MSM8994,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z4,android,5,1,1
SO-03H,8,2,Qualcomm Snapdragon 810 MSM8994,3840,5.5,2160,so,Sony mobile,3072,32768,Xperia Z5 Premium,android,5.1,1,1
SO-04D,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.6,720,so,Sony mobile,1024,16384,Xperia GX,android,4.1,0,0
SO-04E,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1280,4.6,720,so,Sony mobile,2048,32768,Xperia A,android,4.2,0,0
SO-04E_MIKU,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1280,4.6,720,so,Sony mobile,2048,32768,Xperia feat. HATSUNE MIKU,android,4.2,0,0
SO-04F,4,2.2,Qualcomm Snapdragon 800 MSM8974,1280,4.3,720,so,Sony mobile,2048,16384,Xperia A2,android,4.4,0,0
SO-04G,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1280,4.6,720,so,Sony mobile,2048,16384,Xperia A4,android,5,0,0
SO-05G,8,1.5,Qualcomm MSM8994,1600,10.1,2560,,SONY,3072,32768,Xperia Z4 Tablet,android,5.0.2,1,0
SOL21,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.3,720,so,Sony mobile,1024,16384,Xperia VL,android,4.1,0,0
SOL22,4,1.5,Qualcomm Snapdragon S4 Pro APQ8064,1920,5,1080,so,Sony mobile,2048,16384,Xperia UL,android,4.2,1,0
SOL23,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,5,1080,so,Sony mobile,2048,32768,Xperia Z1,android,4.4,1,1
SOL24,4,2.2,Qualcomm Snapdragon 800 MSM8974,1920,6.4,1080,so,Sony mobile,2048,32768,Xperia Z Ultra,android,4.4,1,1
SOL25,4,2.3,Qualcomm Snapdragon 801 MSM8974AB,1920,5,1080,so,Sony mobile,3072,32768,Xperia ZL2,android,5,1,1
SOL26,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z3,android,5,1,1
SOV31,8,2,Qualcomm Snapdragon 810 MSM8994,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z4,android,5,1,1
SOV32,8,2,Qualcomm Snapdragon 810 MSM8994,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z5,android,5.1,1,1
Spray_402LG,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280,4.5,720,l,LG,1536,8192,Spray 402LG,android,4.4,0,0
T-01C,1,1,Qualcomm Snapdragon QSD8250,854,4,480,t,Fujitsu Toshiba,512,1024,REGZA Phone,android,2.2,0,0
T-01D,2,1.2,Texas Instruments OMAP4430,1280,4.3,720,t,Fujitsu Toshiba,1024,4096,REGZA Phone,android,4,0,0
T-02D,2,1.5,Qualcomm Snapdragon MSM8960,960,4.3,540,t,Fujitsu Toshiba,1024,8192,REGZA Phone,android,4.1,0,0
URBANO_PROGRESSO,1,1.4,Qualcomm Snapdragon MSM8655,800,4,480,k,KYOCERA,1024,4096,URBANO PROGRESSO,android,4,0,0
V02,4,1.4,Qualcomm Snapdragon 400 MSM8928,1280,5,720,k,KYOCERA,2048,16384,URBANO,android,5.1,1,0
VAIO_Phone,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280,5,720,v,VAIO,2048,16384,VAIO Phone,android,5,0,0
WX04K,2,1.2,ルネサス R-Mobile APE5R,800,4,480,k,KYOCERA,1024,2048,DIGNO DUAL,android,4.1,0,0
WX04SH,2,1.5,Qualcomm Snapdragon S4 Plus MSM8260A,854,4,480,sh,SHARP,1024,8192,AQUOS PHONE es,android,4.1,0,0
WX05SH,2,1.5,Qualcomm Snapdragon S4 Plus MSM8260A,854,4,480,sh,SHARP,1024,8192,AQUOS PHONE ef,android,4.1,0,0
WX10K,2,1.5,Qualcomm Snapdragon MSM8960,1280,4.7,720,k,KYOCERA,1536,16384,DIGNO DUAL 2,android,4.2,0,0
X9077,4,2.5,Qualcomm MSM8974AC Snapdragon 801,2560,5.5,1440,,Oppo,3072,32768,Oppo Find 7,android,4.3,1,1
XT1053,2,1.7,Qualcomm Snapdragon S4 MSM8960DT,1280,4.7,720,,Motorola,2048,16384,Moto X (1st gen.),android,4.4.4,0,0
XT1092,4,2.5,Qualcomm Snapdragon 801,1920,5.2,1080,,Motorola,2048,16384,Moto X (2nd gen.),android,4.4.4,1,1
Xperia_J1_Compact,4,2.2,Qualcomm Snapdragon 800 MSM8974,1280,4.3,720,so,Sony mobile,2048,16384,Xperia J1 Compact,android,4.4,0,0
Xperia_Z5,8,2,Qualcomm Snapdragon 810 MSM8994,1920,5.2,1080,so,Sony mobile,3072,32768,Xperia Z5,android,5.1,1,1
ZenFone_2_Laser,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280,5,720,as,ASUS,2048,16384,ZenFone 2 Laser,android,5,0,0
ZenFone_2_ZE551ML,4,2.3,Intel Atom Quad Core Z3580,1920,5.5,1080,as,ASUS,4096,65536,ZenFone 2,android,5,1,1
ZenFone_5_A500KL,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280,5,720,as,ASUS,2048,32768,ZenFone 5,android,4.4,0,0
ZenFone_Selfie,8,1.7,Qualcomm Snapdragon 615 MSM8939,1920,5.5,1080,as,ASUS,3072,16364,ZenFone Selfie,android,5,0,0
_B6000-F,4,1.2,MediaTek MT8125,1600,8,1280,,Lenovo,1024,16384,Yoga Tablet 8,android,4.2,0,0
_G750-U10,8,1.7,Mediatek MT6592,1280,5.5,720,,Huawei,2048,8192,Honor 3X,android,4.2.2,0,0
_M8x,4,2.5,Qualcomm Snapdragon 801 MSM8974AC,1920,5,1080,,HTC,2048,16384,HTC One M8x LTE,android,4.4.2,1,1
arrows_M02,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280,5,720,f,Fujitsu,2048,16384,arrows M02,android,5.1,0,0
freetel_XM,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280,5,720,z,ZTE,1024,16384,freetel XM,android,4.4,0,0
g01,4,1.3,MediaTek MT6582M,854,5,480,z,ZTE,1024,8192,g01,android,5,0,0
g02,4,1.2,Qualcomm Snapdragon 410 MSM8916,1280,5,720,z,ZTE,1024,8192,g02,android,5,0,0
g03,8,1.5,Qualcomm Snapdragon 615 MSM8939,1280,5,720,z,ZTE,2048,16384,g03,android,5,1,0
g04,4,1.2,Qualcomm Snapdragon 400 MSM8926,1280,5,720,sh,SHARP,2048,16384,g04,android,5,0,0
g05,8,1.5,Qualcomm Snapdragon 615 MSM8939,1920,5,1080,z,ZTE,3072,32768,g05,android,5.1,1,0
honor6_Plus,8,1.8,Hisilicon Kirin925,1920,5.5,1080,hw,Huawei,3072,32768,honor6 Plus,android,5.1,1,1
iPhone_3GS,1,0.6,Samsung S5PC100,480,3.5,320,a,Apple,256,32768,iPhone 3GS,ios,6.1.6,0,0
iPhone_4,1,1,Apple A4,960,3.5,640,a,Apple,512,32768,iPhone 4,ios,7.1,0,0
iPhone_4S,2,1,Apple A5,960,3.5,640,a,Apple,512,65536,iPhone 4S,ios,8.4,0,0
iPhone_4S_,2,1,Apple A5,960,3.5,640,a,Apple,512,65536,iPhone 4S,ios,8.4,0,0
iPhone_4S__,2,1,Apple A5,960,3.5,640,a,Apple,512,16384,iPhone 4S,ios,8.4,0,0
iPhone_5,2,1.3,Apple A6,1136,4,640,a,Apple,1024,65536,iPhone 5,ios,8.4,0,0
iPhone_5C,2,1.25,Apple A6,1136,4,640,a,Apple,1024,32768,iPhone 5c,ios,8.4,0,0
iPhone_5C_,2,1.25,Apple A6,1136,4,640,a,Apple,1024,32768,iPhone 5c,ios,8.4,0,0
iPhone_5C___,2,1.25,Apple A6,1136,4,640,a,Apple,1024,32768,iPhone 5c,ios,8.4,0,0
iPhone_5S,2,1.3,Apple A7,1136,4,640,a,Apple,1024,65536,iPhone 5s,ios,8.4,0,0
iPhone_5S_,2,1.3,Apple A7,1136,4,640,a,Apple,1024,65536,iPhone 5s,ios,8.4,0,0
iPhone_5S___,2,1.3,Apple A7,1136,4,640,a,Apple,1024,65536,iPhone 5s,ios,8.4,0,0
iPhone_5_,2,1.3,Apple A6,1136,4,640,a,Apple,1024,65536,iPhone 5,ios,8.4,0,0
iPhone_6,2,1.4,Apple A8,1334,4.7,750,a,Apple,1024,131072,iPhone 6,ios,8.4,0,0
iPhone_6_,2,1.4,Apple A8,1334,4.7,750,a,Apple,1024,131072,iPhone 6,ios,8.4,0,0
iPhone_6_Plus,2,1.4,Apple A8,1920,5.5,1080,a,Apple,1024,131072,iPhone 6 Plus,ios,8.4,0,0
iPhone_6_Plus_,2,1.4,Apple A8,1920,5.5,1080,a,Apple,1024,131072,iPhone 6 Plus,ios,8.4,0,0
iPhone_6_Plus__,2,1.4,Apple A8,1920,5.5,1080,a,Apple,1024,131072,iPhone 6 Plus,ios,8.4,0,0
iPhone_6__,2,1.4,Apple A8,1334,4.7,750,a,Apple,1024,131072,iPhone 6,ios,8.4,0,0
iPhone_6s,2,1.8,Apple A9,1334,4.7,750,a,Apple,2048,131072,iPhone 6s,ios,9,0,0
iPhone_6s,2,1.8,Apple A9,1334,4.7,750,a,Apple,2048,131072,iPhone 6s,ios,9,0,0
iPhone_6s_Plus,2,1.8,Apple A9,1920,5.5,1080,a,Apple,2048,131072,iPhone 6s Plus,ios,9,1,0
iPhone_6s_Plus_,2,1.8,Apple A9,1920,5.5,1080,a,Apple,2048,131072,iPhone 6s Plus,ios,9,1,0
iPhone_6s_Plus__,2,1.8,Apple A9,1920,5.5,1080,a,Apple,2048,131072,iPhone 6s Plus,ios,9,1,0
iPhone_6s__,2,1.8,Apple A9,1334,4.7,750,a,Apple,2048,131072,iPhone 6s,ios,9,0,0
